,community,id,members,attendAsembly,memOrg,income,monthInstall,primaryEd,secondaryEd,owner,yearsInHome,control,treatNoBonus,treatBonus,waterScarce,waterOK,houseType,age,numShowers,numSinks,numKitchen,showerTime,showerFreq,sinkTime,sinkFreq,kitchenTime,maxInstall,numInstalled,cleanShower,cleanKitchen,cleanSink,leaks,savings,sameFamily,totalDisadopt,partialDisadopt,noDisadopt,meanUsage,perCapitaUsage,kitchenExpectation,sinkExpectation,showerExpectation,cleanSum
754,35.0,35174.0,4.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,1,12.192982456140351,3.0482456140350878,4.0,,4.300000000000001,2.0
755,35.0,35175.0,5.0,1.0,0.0,4.0,5.0,1.0,1.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,25.0,1.0,1.0,0.0,2.0,3.0,3.0,2.0,,2.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1,28.350877192982455,5.670175438596491,,4.0,4.8,0.0
756,35.0,35176.0,5.0,1.0,0.0,4.0,5.0,1.0,1.0,1.0,18.0,0.0,1.0,0.0,0.0,0.0,1.0,51.0,0.0,1.0,1.0,,,3.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,7.0,1.0,0.0,1.0,0,44.78947368421053,8.957894736842105,2.0,2.0,,2.0
757,35.0,35177.0,8.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,52.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,0.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,1,40.771929824561404,5.0964912280701755,3.6000000000000005,3.6000000000000005,4.1,2.0
758,35.0,35178.0,5.0,1.0,0.0,5.0,5.0,1.0,1.0,1.0,60.0,0.0,0.0,1.0,0.0,0.0,1.0,56.0,0.0,1.0,1.0,,,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1,62.421052631578945,12.484210526315788,4.0,4.0,,0.0
759,35.0,35179.0,4.0,0.0,1.0,3.0,5.0,1.0,1.0,1.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,61.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,1,59.473684210526315,14.868421052631579,3.0,,3.0,2.0
761,35.0,35181.0,3.0,0.0,0.0,4.0,5.0,1.0,0.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,32.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,21.82456140350877,7.2748538011695905,2.0,,2.0,2.0
764,35.0,35184.0,4.0,1.0,0.0,5.0,5.0,1.0,0.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,47.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,26.263157894736842,6.565789473684211,2.0,8.0,4.4,3.0
765,35.0,35185.0,2.0,1.0,0.0,3.0,5.0,0.0,0.0,1.0,47.0,0.0,0.0,1.0,0.0,0.0,1.0,74.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0,13.714285714285714,6.857142857142857,6.699999999999999,5.7,3.7,2.0
766,35.0,35186.0,8.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,56.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,0.0,1.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,0,29.526315789473685,3.6907894736842106,9.0,,9.0,2.0
771,35.0,35191.0,5.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,2.0,37.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,1,55.6140350877193,11.12280701754386,4.0,3.3,4.1,3.0
772,35.0,35192.0,3.0,1.0,1.0,5.0,5.0,1.0,0.0,1.0,46.0,0.0,0.0,1.0,0.0,0.0,1.0,66.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0,24.0,8.0,3.0000000000000004,3.5,3.5999999999999996,3.0
774,35.0,35194.0,4.0,0.0,0.0,3.0,5.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,20.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,13.425,3.35625,,,3.0,1.0
775,35.0,35195.0,6.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,37.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1,21.92105263157895,3.653508771929825,,,6.0,1.0
777,35.0,35197.0,2.0,0.0,0.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,23.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,0.0,1.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,0,15.071428571428571,7.535714285714286,5.0,,5.0,2.0
786,36.0,36002.0,3.0,0.0,0.0,2.0,7.0,1.0,1.0,1.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,0.0,1.0,0.0,,,3.0,3.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,7.2631578947368425,2.4210526315789473,,9.0,,1.0
789,36.0,36005.0,3.0,1.0,0.0,3.0,7.0,1.0,0.0,1.0,41.0,0.0,0.0,1.0,0.0,1.0,1.0,67.0,1.0,0.0,1.0,3.0,3.0,,,2.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1,40.228070175438596,13.409356725146198,8.600000000000001,,8.600000000000001,2.0
792,36.0,36008.0,5.0,0.0,0.0,4.0,7.0,1.0,1.0,1.0,18.0,0.0,1.0,0.0,0.0,1.0,1.0,48.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0,21.385964912280702,4.277192982456141,3.4,5.0,9.0,3.0
793,36.0,36009.0,3.0,0.0,0.0,4.0,7.0,1.0,1.0,1.0,14.0,0.0,0.0,1.0,0.0,1.0,1.0,57.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,,2.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1,22.87719298245614,7.625730994152047,,5.0,4.0,2.0
794,36.0,36010.0,3.0,1.0,0.0,4.0,7.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,37.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,1.0,0,28.017543859649123,9.339181286549708,4.0,9.0,9.0,1.0
795,36.0,36011.0,5.0,0.0,0.0,4.0,7.0,1.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,32.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,1.0,0,30.63157894736842,6.126315789473685,5.0,,4.300000000000001,2.0
800,36.0,36016.0,6.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,1.0,1.0,45.0,1.0,0.0,1.0,3.0,3.0,,,1.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,0,46.85964912280702,7.809941520467837,4.5,,4.0,2.0
803,36.0,36019.0,7.0,0.0,0.0,3.0,7.0,1.0,0.0,1.0,18.0,0.0,1.0,0.0,0.0,1.0,1.0,43.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,,2.0,2.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1,29.087719298245613,4.155388471177945,,3.5,5.0,0.0
804,36.0,36020.0,3.0,0.0,0.0,3.0,7.0,0.0,0.0,1.0,25.0,0.0,0.0,1.0,0.0,1.0,1.0,85.0,2.0,0.0,1.0,1.0,3.0,,,3.0,3.0,2.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,0,23.24561403508772,7.748538011695906,3.0,,3.0,2.0
805,36.0,36021.0,5.0,1.0,0.0,4.0,7.0,1.0,1.0,1.0,18.0,0.0,1.0,0.0,0.0,1.0,1.0,54.0,1.0,1.0,0.0,3.0,1.0,3.0,1.0,,2.0,2.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,1,33.54385964912281,6.708771929824562,,4.4,3.9000000000000004,2.0
808,36.0,36024.0,2.0,1.0,0.0,3.0,7.0,1.0,1.0,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,69.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1,26.912280701754387,13.456140350877194,2.0,2.0,2.0,3.0
809,36.0,36025.0,5.0,0.0,0.0,5.0,7.0,1.0,1.0,1.0,27.0,0.0,0.0,1.0,0.0,1.0,1.0,27.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0,36.771929824561404,7.3543859649122805,3.9,3.9,3.9,3.0
810,36.0,36026.0,4.0,0.0,0.0,3.0,7.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,1.0,1.0,36.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0,34.36842105263158,8.592105263157896,4.0,,2.0,2.0
811,36.0,36027.0,1.0,0.0,0.0,4.0,7.0,1.0,1.0,1.0,15.0,0.0,0.0,1.0,0.0,1.0,1.0,47.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,24.228070175438596,24.228070175438596,6.0,,9.0,0.0
820,36.0,36037.0,4.0,1.0,0.0,2.0,6.0,1.0,0.0,1.0,20.0,0.0,0.0,1.0,0.0,1.0,1.0,73.0,0.0,1.0,0.0,,,2.0,3.0,,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1,52.01754385964912,13.00438596491228,,5.0,,0.0
823,36.0,36040.0,4.0,0.0,0.0,,7.0,1.0,0.0,1.0,16.0,0.0,0.0,1.0,0.0,1.0,1.0,50.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,,2.0,2.0,1.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,1,32.36842105263158,8.092105263157896,,8.0,5.0,2.0
825,36.0,36042.0,4.0,0.0,0.0,3.0,6.0,1.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,42.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,,2.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1,13.631578947368421,3.4078947368421053,,9.0,9.0,2.0
827,36.0,36044.0,4.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,36.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1,24.859649122807017,6.214912280701754,3.4,3.4,3.4,1.0
828,36.0,36045.0,5.0,0.0,0.0,5.0,7.0,1.0,1.0,1.0,21.0,0.0,0.0,1.0,0.0,1.0,1.0,46.0,1.0,0.0,1.0,1.0,3.0,,,2.0,2.0,2.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,1,22.087719298245613,4.417543859649123,8.7,,8.7,2.0
833,36.0,36050.0,1.0,0.0,0.0,4.0,6.0,1.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,1.0,2.0,45.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,14.24561403508772,14.24561403508772,2.0,,2.0,2.0
834,36.0,36051.0,4.0,0.0,0.0,5.0,6.0,1.0,1.0,1.0,12.0,0.0,1.0,0.0,0.0,1.0,2.0,47.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,7.0,1.0,0.0,1.0,0,43.771929824561404,10.942982456140351,5.0,6.699999999999999,4.9,2.0
840,36.0,36057.0,5.0,0.0,0.0,5.0,6.0,1.0,1.0,1.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,56.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0,51.98245614035088,10.396491228070175,3.4,3.4,3.0,2.0
846,36.0,36063.0,3.0,0.0,0.0,4.0,7.0,1.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,3.0,52.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0,10.666666666666666,3.5555555555555554,7.3,9.0,8.4,1.0
848,36.0,36065.0,3.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,50.0,0.0,1.0,0.0,0.0,1.0,1.0,60.0,1.0,0.0,1.0,3.0,3.0,,,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,11.526315789473685,3.842105263157895,2.0,,2.0,0.0
858,36.0,36075.0,7.0,0.0,0.0,3.0,7.0,1.0,0.0,1.0,30.0,0.0,0.0,1.0,0.0,1.0,1.0,64.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,60.824561403508774,8.68922305764411,4.9,6.0,5.4,3.0
859,36.0,36076.0,3.0,0.0,0.0,3.0,7.0,1.0,0.0,1.0,25.0,0.0,1.0,0.0,0.0,1.0,1.0,56.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,1.0,0,29.105263157894736,9.701754385964913,4.0,4.0,6.0,3.0
860,36.0,36077.0,5.0,0.0,0.0,3.0,7.0,1.0,0.0,1.0,30.0,0.0,0.0,1.0,0.0,1.0,1.0,53.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,1,28.894736842105264,5.778947368421052,3.0,3.6000000000000005,5.0,3.0
862,36.0,36079.0,2.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,43.0,0.0,0.0,1.0,0.0,1.0,1.0,65.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1,13.508771929824562,6.754385964912281,,,8.7,1.0
868,36.0,36085.0,3.0,1.0,0.0,5.0,6.0,1.0,1.0,1.0,24.0,0.0,0.0,1.0,0.0,1.0,1.0,58.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,19.912280701754387,6.637426900584796,,8.5,7.0,2.0
869,36.0,36086.0,3.0,0.0,0.0,5.0,6.0,1.0,1.0,1.0,0.4166666567325592,0.0,0.0,1.0,0.0,1.0,1.0,41.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,1,25.719298245614034,8.573099415204679,4.300000000000001,5.4,5.4,2.0
871,36.0,36088.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,66.0,0.0,0.0,1.0,0.0,1.0,1.0,86.0,0.0,1.0,1.0,,,2.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,1,20.29824561403509,6.76608187134503,3.0,4.0,,1.0
872,36.0,36089.0,4.0,0.0,0.0,4.0,6.0,1.0,0.0,1.0,65.0,0.0,0.0,1.0,0.0,1.0,1.0,80.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,7.0,1.0,0.0,0.0,1,26.70175438596491,6.675438596491228,6.0,2.0,6.0,2.0
876,36.0,36093.0,11.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,59.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,0,28.035087719298247,2.5486443381180224,2.0,4.4,3.0,0.0
877,36.0,36094.0,7.0,0.0,0.0,5.0,6.0,1.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,69.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,1,34.421052631578945,4.917293233082707,4.0,5.0,9.0,3.0
882,36.0,36099.0,5.0,0.0,0.0,5.0,7.0,1.0,0.0,1.0,38.0,0.0,0.0,1.0,0.0,1.0,1.0,68.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,1.0,0,21.473684210526315,4.294736842105263,3.0,6.0,4.0,3.0
884,36.0,36101.0,6.0,0.0,0.0,3.0,7.0,1.0,0.0,1.0,17.0,0.0,1.0,0.0,0.0,1.0,1.0,54.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,0,36.01754385964912,6.002923976608187,,,2.0,1.0
885,36.0,36102.0,7.0,0.0,1.0,5.0,7.0,1.0,0.0,1.0,25.0,0.0,1.0,0.0,0.0,1.0,1.0,65.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1,67.26315789473684,9.609022556390977,7.0,7.0,5.799999999999999,3.0
886,36.0,36103.0,3.0,1.0,0.0,2.0,7.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,4.0,30.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,2.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,1,33.21052631578947,11.070175438596491,2.9,,3.4000000000000004,2.0
888,36.0,36105.0,4.0,1.0,1.0,2.0,7.0,1.0,0.0,1.0,15.0,0.0,0.0,1.0,0.0,1.0,1.0,63.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,1,18.982456140350877,4.745614035087719,6.6,,5.6,2.0
898,36.0,36115.0,7.0,1.0,0.0,4.0,7.0,1.0,1.0,1.0,24.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,1.0,0,25.12280701754386,3.588972431077694,2.7,5.0,4.0,3.0
899,36.0,36116.0,2.0,1.0,0.0,1.0,7.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,54.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,10.842105263157896,5.421052631578948,5.0,5.0,5.0,3.0
900,36.0,36118.0,3.0,0.0,0.0,4.0,7.0,1.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,1.0,1.0,66.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,1,28.596491228070175,9.532163742690058,2.0,4.0,6.0,2.0
901,36.0,36119.0,4.0,0.0,0.0,5.0,7.0,1.0,1.0,0.0,31.0,0.0,1.0,0.0,0.0,1.0,4.0,65.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,1,38.59649122807018,9.649122807017545,4.6,4.6,3.4,2.0
907,36.0,36127.0,4.0,0.0,0.0,,7.0,1.0,0.0,1.0,50.0,0.0,1.0,0.0,0.0,1.0,1.0,86.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0,42.50877192982456,10.62719298245614,2.0,6.0,4.0,2.0
916,36.0,36137.0,4.0,0.0,0.0,5.0,7.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,31.0,0.0,2.0,1.0,,,2.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,39.59649122807018,9.899122807017545,2.6,3.0,,0.0
917,36.0,36138.0,5.0,0.0,0.0,5.0,7.0,1.0,1.0,1.0,16.0,0.0,0.0,1.0,0.0,1.0,1.0,54.0,0.0,0.0,1.0,,,,,2.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,1,109.94736842105263,21.989473684210527,6.5,,,1.0
931,36.0,36153.0,2.0,0.0,0.0,3.0,7.0,1.0,0.0,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,66.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,,2.0,2.0,1.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,1,26.894736842105264,13.447368421052632,,7.3999999999999995,8.600000000000001,2.0
933,36.0,36155.0,4.0,1.0,1.0,4.0,7.0,1.0,0.0,1.0,37.0,0.0,0.0,1.0,0.0,1.0,1.0,58.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1,37.26315789473684,9.31578947368421,2.0,,2.8,2.0
934,36.0,36156.0,6.0,1.0,1.0,2.0,7.0,1.0,0.0,1.0,18.0,0.0,0.0,1.0,0.0,1.0,1.0,53.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,1,46.08771929824562,7.681286549707603,3.3000000000000003,5.4,4.4,3.0
936,36.0,36158.0,3.0,1.0,1.0,4.0,7.0,1.0,1.0,1.0,21.0,0.0,1.0,0.0,0.0,1.0,1.0,48.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1,23.0,7.666666666666667,3.0,,5.0,2.0
938,36.0,36160.0,3.0,0.0,0.0,3.0,7.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,78.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,7.0,1.0,0.0,1.0,0,36.1578947368421,12.052631578947368,7.0,8.1,6.199999999999999,3.0
939,36.0,36161.0,3.0,0.0,0.0,4.0,7.0,1.0,1.0,1.0,15.0,0.0,0.0,1.0,0.0,1.0,1.0,49.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,1.0,0,30.0,10.0,2.4000000000000004,5.8,3.6000000000000005,3.0
941,36.0,36163.0,2.0,0.0,0.0,3.0,7.0,1.0,1.0,1.0,25.0,0.0,1.0,0.0,0.0,1.0,1.0,66.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,7.0,1.0,0.0,1.0,0,45.175438596491226,22.587719298245613,2.0,2.1,3.2,3.0
942,36.0,36164.0,3.0,0.0,1.0,4.0,7.0,1.0,1.0,1.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,37.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1,28.82456140350877,9.608187134502923,6.3999999999999995,9.0,8.7,3.0
943,36.0,36165.0,3.0,1.0,1.0,4.0,7.0,1.0,0.0,1.0,23.0,0.0,0.0,1.0,0.0,1.0,1.0,60.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,1.0,0,52.771929824561404,17.5906432748538,6.0,5.6,6.0,3.0
944,36.0,36166.0,7.0,1.0,1.0,4.0,7.0,1.0,0.0,1.0,37.0,0.0,0.0,1.0,0.0,1.0,1.0,62.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,5.0,2.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,0,52.49122807017544,7.498746867167919,4.6,5.6,8.0,2.0
946,36.0,36168.0,1.0,0.0,0.0,3.0,7.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,54.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1,13.578947368421053,13.578947368421053,7.3999999999999995,8.7,8.4,3.0
949,36.0,36171.0,3.0,0.0,0.0,4.0,7.0,1.0,0.0,1.0,30.0,0.0,0.0,1.0,0.0,1.0,1.0,57.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,1,26.228070175438596,8.742690058479532,6.6,7.0,5.0,3.0
950,36.0,36172.0,5.0,0.0,0.0,5.0,7.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,3.0,44.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1,14.017543859649123,2.803508771929825,3.6000000000000005,5.4,5.3,3.0
953,36.0,36175.0,3.0,1.0,0.0,2.0,7.0,1.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,46.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,0,32.35087719298246,10.783625730994153,5.1,4.0,5.3,3.0
954,36.0,36176.0,3.0,0.0,0.0,4.0,7.0,1.0,1.0,0.0,0.25,0.0,1.0,0.0,0.0,1.0,3.0,28.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,0,23.350877192982455,7.783625730994152,2.5,5.4,2.5,3.0
955,36.0,36177.0,3.0,0.0,1.0,3.0,7.0,1.0,0.0,1.0,26.0,0.0,1.0,0.0,0.0,1.0,1.0,67.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0,22.45614035087719,7.485380116959064,4.0,9.0,9.0,3.0
